Generation, FPR, 1 - TPR, 1 - AUC, F1, BA, MCC, Accuracy, TP, FP, TN, FN, Phenotype
0, 0.499606, 0.491529, 0.495567, 0.265141, 0.504433, 0.006764, 0.501822, 4982.000000, 22800.000000, 22836.000000, 4816.000000, "protected_div(Dim[i][66], Dim[i][121])"
1, 0.499299, 0.491529, 0.495414, 0.265240, 0.504586, 0.006998, 0.502075, 4982.000000, 22786.000000, 22850.000000, 4816.000000, "protected_div(Dim[i][98], Dim[i][121])"
2, 0.498685, 0.491529, 0.495107, 0.265438, 0.504893, 0.007466, 0.502580, 4982.000000, 22758.000000, 22878.000000, 4816.000000, "protected_div(Dim[i][121], (Dim[i][61]))"
3, 0.466781, 0.506430, 0.486605, 0.269145, 0.513395, 0.020471, 0.526211, 4836.000000, 21302.000000, 24334.000000, 4962.000000, "protected_div(sin(Dim[i][9]), Dim[i][0])"
4, 0.466255, 0.506940, 0.486597, 0.269084, 0.513403, 0.020485, 0.526554, 4831.000000, 21278.000000, 24358.000000, 4967.000000, "protected_div(sin(Dim[i][9]), Dim[i][60])"
5, 0.462376, 0.511737, 0.487057, 0.268139, 0.512943, 0.019793, 0.528899, 4784.000000, 21101.000000, 24535.000000, 5014.000000, "protected_div(Dim[i][121], protected_abs(Dim[i][45]))"
6, 0.571632, 0.366912, 0.469272, 0.294763, 0.530728, 0.047537, 0.464552, 6203.000000, 26087.000000, 19549.000000, 3595.000000, "(Dim[i][0]-Dim[i][30])"
7, 0.571632, 0.366912, 0.469272, 0.294763, 0.530728, 0.047537, 0.464552, 6203.000000, 26087.000000, 19549.000000, 3595.000000, "(Dim[i][0]-Dim[i][30])"
8, 0.571632, 0.366912, 0.469272, 0.294763, 0.530728, 0.047537, 0.464552, 6203.000000, 26087.000000, 19549.000000, 3595.000000, "(Dim[i][0]-Dim[i][30])"
9, 0.126348, 0.647377, 0.386862, 0.363321, 0.613138, 0.231787, 0.781560, 3455.000000, 5766.000000, 39870.000000, 6343.000000, "sin((Dim[i][38]*Dim[i][86]))"
10, 0.126348, 0.647377, 0.386862, 0.363321, 0.613138, 0.231787, 0.781560, 3455.000000, 5766.000000, 39870.000000, 6343.000000, "sin((Dim[i][38]*Dim[i][86]))"
11, 0.571632, 0.366912, 0.469272, 0.294763, 0.530728, 0.047537, 0.464552, 6203.000000, 26087.000000, 19549.000000, 3595.000000, "(Dim[i][0]-Dim[i][30])"
12, 0.126348, 0.647377, 0.386862, 0.363321, 0.613138, 0.231787, 0.781560, 3455.000000, 5766.000000, 39870.000000, 6343.000000, "sin((Dim[i][38]*Dim[i][86]))"
13, 0.126348, 0.647377, 0.386862, 0.363321, 0.613138, 0.231787, 0.781560, 3455.000000, 5766.000000, 39870.000000, 6343.000000, "sin((Dim[i][38]*Dim[i][86]))"
14, 0.362652, 0.507655, 0.435153, 0.309509, 0.564847, 0.101642, 0.611718, 4824.000000, 16550.000000, 29086.000000, 4974.000000, "(ifLessThan(protected_sqrt(Dim[i][118]), Dim[i][41], tanh(Dim[i][75]), Dim[i][1])-ifLessThan(((Dim[i][49])), (Dim[i][89]), Dim[i][61], Dim[i][6]))"
15, 0.362652, 0.507655, 0.435153, 0.309509, 0.564847, 0.101642, 0.611718, 4824.000000, 16550.000000, 29086.000000, 4974.000000, "(ifLessThan(protected_sqrt(Dim[i][118]), Dim[i][41], tanh(Dim[i][75]), Dim[i][1])-ifLessThan(((Dim[i][49])), (Dim[i][89]), Dim[i][61], Dim[i][47]))"
16, 0.362652, 0.507655, 0.435153, 0.309509, 0.564847, 0.101642, 0.611718, 4824.000000, 16550.000000, 29086.000000, 4974.000000, "(ifLessThan(protected_sqrt(Dim[i][118]), Dim[i][41], tanh(Dim[i][75]), Dim[i][1])-ifLessThan(((Dim[i][49])), (Dim[i][89]), Dim[i][61], Dim[i][6]))"
17, 0.362608, 0.507655, 0.435132, 0.309528, 0.564868, 0.101678, 0.611755, 4824.000000, 16548.000000, 29088.000000, 4974.000000, "(protected_div(Dim[i][22], Dim[i][32])*(ifLessThan(protected_sqrt(Dim[i][118]), Dim[i][41], tanh(Dim[i][75]), Dim[i][1])-ifLessThan(((Dim[i][49])), (Dim[i][89]), Dim[i][61], Dim[i][6])))"
18, 0.362608, 0.507655, 0.435132, 0.309528, 0.564868, 0.101678, 0.611755, 4824.000000, 16548.000000, 29088.000000, 4974.000000, "(protected_div(Dim[i][22], Dim[i][32])*(ifLessThan(protected_sqrt(Dim[i][118]), Dim[i][41], tanh(Dim[i][75]), Dim[i][1])-ifLessThan(((Dim[i][49])), (Dim[i][89]), Dim[i][61], Dim[i][6])))"
19, 0.299128, 0.562360, 0.430744, 0.309190, 0.569256, 0.112934, 0.654346, 4288.000000, 13651.000000, 31985.000000, 5510.000000, "protected_log(protected_div(Dim[i][53], (ifLessThan(protected_sqrt(Dim[i][118]), Dim[i][41], tanh(Dim[i][75]), Dim[i][1])-ifLessThan(((Dim[i][49])), (Dim[i][89]), Dim[i][61], Dim[i][47]))))"
20, 0.299128, 0.562360, 0.430744, 0.309190, 0.569256, 0.112934, 0.654346, 4288.000000, 13651.000000, 31985.000000, 5510.000000, "protected_log(protected_div(Dim[i][53], (ifLessThan(protected_sqrt(Dim[i][118]), Dim[i][41], tanh(Dim[i][75]), Dim[i][1])-ifLessThan(((Dim[i][49])), (Dim[i][89]), Dim[i][61], Dim[i][47]))))"
21, 0.348979, 0.343131, 0.346055, 0.400249, 0.653945, 0.239405, 0.652055, 6436.000000, 15926.000000, 29710.000000, 3362.000000, "sin((Dim[i][8]*Dim[i][11]))"
22, 0.348979, 0.343131, 0.346055, 0.400249, 0.653945, 0.239405, 0.652055, 6436.000000, 15926.000000, 29710.000000, 3362.000000, "sin((Dim[i][8]*Dim[i][11]))"
23, 0.348979, 0.343131, 0.346055, 0.400249, 0.653945, 0.239405, 0.652055, 6436.000000, 15926.000000, 29710.000000, 3362.000000, "sin((Dim[i][8]*Dim[i][11]))"
24, 0.348979, 0.343131, 0.346055, 0.400249, 0.653945, 0.239405, 0.652055, 6436.000000, 15926.000000, 29710.000000, 3362.000000, "sin((Dim[i][8]*Dim[i][11]))"
25, 0.222982, 0.498061, 0.360521, 0.395147, 0.639479, 0.239051, 0.728398, 4918.000000, 10176.000000, 35460.000000, 4880.000000, "sin((Dim[i][38]*Dim[i][101]))"
26, 0.348979, 0.343131, 0.346055, 0.400249, 0.653945, 0.239405, 0.652055, 6436.000000, 15926.000000, 29710.000000, 3362.000000, "sin((Dim[i][8]*Dim[i][11]))"
27, 0.253703, 0.462747, 0.358225, 0.395195, 0.641775, 0.235183, 0.709348, 5264.000000, 11578.000000, 34058.000000, 4534.000000, "sin((Dim[i][101]*Dim[i][53]))"
28, 0.348979, 0.343131, 0.346055, 0.400249, 0.653945, 0.239405, 0.652055, 6436.000000, 15926.000000, 29710.000000, 3362.000000, "sin((Dim[i][8]*Dim[i][11]))"
29, 0.348979, 0.343131, 0.346055, 0.400249, 0.653945, 0.239405, 0.652055, 6436.000000, 15926.000000, 29710.000000, 3362.000000, "sin((Dim[i][8]*Dim[i][11]))"
30, 0.348979, 0.343131, 0.346055, 0.400249, 0.653945, 0.239405, 0.652055, 6436.000000, 15926.000000, 29710.000000, 3362.000000, "sin((Dim[i][8]*Dim[i][11]))"
