Generation, FPR, 1 - TPR, 1 - AUC, F1, BA, MCC, Accuracy, TP, FP, TN, FN, Phenotype
0, 0.523877, 0.445564, 0.484720, 0.225052, 0.515280, 0.020882, 0.486652, 4568.000000, 27788.000000, 25255.000000, 3671.000000, "Dim[i][121]"
1, 0.305375, 0.614516, 0.459946, 0.230037, 0.540054, 0.058772, 0.653063, 3176.000000, 16198.000000, 36845.000000, 5063.000000, "ifLessThan(Dim[i][96], Dim[i][95], Dim[i][116], sin(Dim[i][38]))"
2, 0.310541, 0.579682, 0.445111, 0.245829, 0.554889, 0.079935, 0.653275, 3463.000000, 16472.000000, 36571.000000, 4776.000000, "sin((Dim[i][37]+Dim[i][70]))"
3, 0.422733, 0.443743, 0.433238, 0.260065, 0.566762, 0.091746, 0.574443, 4583.000000, 22423.000000, 30620.000000, 3656.000000, "protected_log((protected_sqrt(ifLessThan(Dim[i][62], Dim[i][98], Dim[i][32], Dim[i][23]))-Dim[i][41]))"
4, 0.422733, 0.443743, 0.433238, 0.260065, 0.566762, 0.091746, 0.574443, 4583.000000, 22423.000000, 30620.000000, 3656.000000, "protected_log((protected_sqrt(ifLessThan(Dim[i][62], Dim[i][98], Dim[i][32], Dim[i][23]))-Dim[i][41]))"
5, 0.422733, 0.443743, 0.433238, 0.260065, 0.566762, 0.091746, 0.574443, 4583.000000, 22423.000000, 30620.000000, 3656.000000, "protected_log((protected_sqrt(ifLessThan(Dim[i][62], Dim[i][98], Dim[i][32], Dim[i][23]))-Dim[i][41]))"
6, 0.206285, 0.536837, 0.371561, 0.331869, 0.628439, 0.204939, 0.749274, 3816.000000, 10942.000000, 42101.000000, 4423.000000, "sin(protected_log(Dim[i][63]))"
7, 0.422733, 0.443743, 0.433238, 0.260065, 0.566762, 0.091746, 0.574443, 4583.000000, 22423.000000, 30620.000000, 3656.000000, "protected_log((protected_sqrt(ifLessThan(Dim[i][62], Dim[i][98], Dim[i][32], Dim[i][23]))-Dim[i][41]))"
8, 0.206285, 0.536837, 0.371561, 0.331869, 0.628439, 0.204939, 0.749274, 3816.000000, 10942.000000, 42101.000000, 4423.000000, "sin(protected_log(Dim[i][63]))"
9, 0.206285, 0.536837, 0.371561, 0.331869, 0.628439, 0.204939, 0.749274, 3816.000000, 10942.000000, 42101.000000, 4423.000000, "sin(protected_log(Dim[i][63]))"
