Generation, FPR, 1 - TPR, 1 - AUC, F1, BA, MCC, Accuracy, TP, FP, TN, FN, Phenotype
0, 0.490176, 0.464072, 0.477124, 0.227552, 0.522876, 0.031148, 0.513315, 4393.000000, 26021.000000, 27064.000000, 3804.000000, "protected_div(Dim[i][121], Dim[i][60])"
1, 0.490176, 0.464072, 0.477124, 0.227552, 0.522876, 0.031148, 0.513315, 4393.000000, 26021.000000, 27064.000000, 3804.000000, "protected_div(Dim[i][121], Dim[i][60])"
2, 0.490176, 0.464072, 0.477124, 0.227552, 0.522876, 0.031148, 0.513315, 4393.000000, 26021.000000, 27064.000000, 3804.000000, "protected_div(Dim[i][121], Dim[i][60])"
3, 0.305227, 0.601684, 0.453456, 0.236038, 0.546544, 0.068060, 0.655119, 3265.000000, 16203.000000, 36882.000000, 4932.000000, "sin(Dim[i][8])"
4, 0.584666, 0.233866, 0.409266, 0.275959, 0.590734, 0.126582, 0.462256, 6280.000000, 31037.000000, 22048.000000, 1917.000000, "(Dim[i][17]+protected_log(Dim[i][77]))"
5, 0.584666, 0.233866, 0.409266, 0.275959, 0.590734, 0.126582, 0.462256, 6280.000000, 31037.000000, 22048.000000, 1917.000000, "(Dim[i][17]+protected_log(Dim[i][77]))"
6, 0.584666, 0.233866, 0.409266, 0.275959, 0.590734, 0.126582, 0.462256, 6280.000000, 31037.000000, 22048.000000, 1917.000000, "(Dim[i][17]+protected_log(Dim[i][77]))"
7, 0.584666, 0.233866, 0.409266, 0.275959, 0.590734, 0.126582, 0.462256, 6280.000000, 31037.000000, 22048.000000, 1917.000000, "(Dim[i][17]+protected_log(Dim[i][77]))"
8, 0.584101, 0.233866, 0.408984, 0.276141, 0.591016, 0.126948, 0.462746, 6280.000000, 31007.000000, 22078.000000, 1917.000000, "(Dim[i][37]*(Dim[i][17]+protected_log(Dim[i][77])))"
9, 0.584101, 0.233866, 0.408984, 0.276141, 0.591016, 0.126948, 0.462746, 6280.000000, 31007.000000, 22078.000000, 1917.000000, "(Dim[i][37]*(Dim[i][17]+protected_log(Dim[i][77])))"
10, 0.584101, 0.233866, 0.408984, 0.276141, 0.591016, 0.126948, 0.462746, 6280.000000, 31007.000000, 22078.000000, 1917.000000, "(Dim[i][37]*(Dim[i][17]+protected_log(Dim[i][77])))"
11, 0.584666, 0.233866, 0.409266, 0.275959, 0.590734, 0.126582, 0.462256, 6280.000000, 31037.000000, 22048.000000, 1917.000000, "(Dim[i][17]+protected_log(Dim[i][77]))"
12, 0.584101, 0.233866, 0.408984, 0.276141, 0.591016, 0.126948, 0.462746, 6280.000000, 31007.000000, 22078.000000, 1917.000000, "(Dim[i][37]*(Dim[i][17]+protected_log(Dim[i][77])))"
13, 0.323707, 0.510797, 0.417252, 0.272873, 0.582748, 0.118437, 0.651268, 4010.000000, 17184.000000, 35901.000000, 4187.000000, "sin((Dim[i][27]-Dim[i][62]))"
14, 0.342846, 0.499451, 0.421149, 0.269049, 0.578851, 0.111572, 0.636206, 4103.000000, 18200.000000, 34885.000000, 4094.000000, "protected_div(Dim[i][30], ((Dim[i][27]-Dim[i][62])))"
15, 0.512819, 0.243992, 0.378405, 0.297811, 0.621595, 0.166245, 0.523139, 6197.000000, 27223.000000, 25862.000000, 2000.000000, "(Dim[i][45]*(Dim[i][17]+protected_log(Dim[i][77])))"
16, 0.512819, 0.243992, 0.378405, 0.297811, 0.621595, 0.166245, 0.523139, 6197.000000, 27223.000000, 25862.000000, 2000.000000, "(Dim[i][45]*(Dim[i][17]+protected_log(Dim[i][77])))"
17, 0.512819, 0.243992, 0.378405, 0.297811, 0.621595, 0.166245, 0.523139, 6197.000000, 27223.000000, 25862.000000, 2000.000000, "(Dim[i][45]*(Dim[i][17]+protected_log(Dim[i][77])))"
18, 0.512819, 0.243992, 0.378405, 0.297811, 0.621595, 0.166245, 0.523139, 6197.000000, 27223.000000, 25862.000000, 2000.000000, "(Dim[i][45]*(Dim[i][17]+protected_log(Dim[i][77])))"
19, 0.507921, 0.249726, 0.378823, 0.297749, 0.621177, 0.165530, 0.526615, 6150.000000, 26963.000000, 26122.000000, 2047.000000, "protected_div(Dim[i][45], ((tanh(Dim[i][103])*Dim[i][10])*(Dim[i][17]+protected_log(Dim[i][77]))))"
20, 0.329133, 0.443821, 0.386477, 0.301641, 0.613523, 0.161059, 0.655527, 4559.000000, 17472.000000, 35613.000000, 3638.000000, "ifLessThan(Dim[i][34], Dim[i][43], Dim[i][45], sin((Dim[i][52]-Dim[i][27])))"
21, 0.520411, 0.215811, 0.368111, 0.304277, 0.631889, 0.180701, 0.520332, 6428.000000, 27626.000000, 25459.000000, 1769.000000, "sin(ifLessThan(Dim[i][103], sin(ifLessThan(Dim[i][67], Dim[i][1], Dim[i][23], Dim[i][24])), sin(Dim[i][67]), (Dim[i][17]+protected_log(Dim[i][77]))))"
22, 0.289856, 0.461998, 0.375927, 0.315068, 0.624073, 0.180624, 0.687119, 4410.000000, 15387.000000, 37698.000000, 3787.000000, "protected_log((protected_log(Dim[i][10])*(Dim[i][17]+Dim[i][15])))"
23, 0.311218, 0.443577, 0.377397, 0.311554, 0.622603, 0.175701, 0.671078, 4561.000000, 16521.000000, 36564.000000, 3636.000000, "protected_log((protected_log(Dim[i][10])*(Dim[i][17]+protected_sqrt(Dim[i][45]))))"
24, 0.364849, 0.388069, 0.376459, 0.307910, 0.623541, 0.171831, 0.632045, 5016.000000, 19368.000000, 33717.000000, 3181.000000, "protected_log((protected_log(Dim[i][10])*(Dim[i][17]+protected_sqrt(Dim[i][28]))))"
25, 0.422115, 0.262413, 0.342264, 0.329923, 0.657736, 0.215318, 0.599246, 6046.000000, 22408.000000, 30677.000000, 2151.000000, "protected_log((protected_log(Dim[i][10])*(Dim[i][17]+protected_abs(Dim[i][26]))))"
26, 0.256099, 0.432109, 0.344104, 0.352025, 0.655896, 0.232087, 0.720358, 4655.000000, 13595.000000, 39490.000000, 3542.000000, "protected_log((protected_log(Dim[i][10])*sin(Dim[i][97])))"
27, 0.508430, 0.168232, 0.338331, 0.324628, 0.661669, 0.221309, 0.537075, 6818.000000, 26990.000000, 26095.000000, 1379.000000, "protected_log(protected_log((Dim[i][67]*protected_abs((sin(Dim[i][97])-sin((Dim[i][41])))))))"
28, 0.429575, 0.245212, 0.337393, 0.332742, 0.662607, 0.221722, 0.595085, 6187.000000, 22804.000000, 30281.000000, 2010.000000, "sin(protected_log((Dim[i][17]+sin(sin(Dim[i][52])))))"
29, 0.419987, 0.246676, 0.333331, 0.336815, 0.666669, 0.227503, 0.603195, 6175.000000, 22295.000000, 30790.000000, 2022.000000, "(protected_log((Dim[i][17]+sin(sin(Dim[i][52])))))"
30, 0.429575, 0.245212, 0.337393, 0.332742, 0.662607, 0.221722, 0.595085, 6187.000000, 22804.000000, 30281.000000, 2010.000000, "sin(protected_log((Dim[i][17]+sin(sin(Dim[i][52])))))"
31, 0.214072, 0.419422, 0.316747, 0.391365, 0.683253, 0.283335, 0.758461, 4759.000000, 11364.000000, 41721.000000, 3438.000000, "protected_log((protected_log(Dim[i][113])*(Dim[i][17]*sin(Dim[i][52]))))"
32, 0.214072, 0.419422, 0.316747, 0.391365, 0.683253, 0.283335, 0.758461, 4759.000000, 11364.000000, 41721.000000, 3438.000000, "protected_log((protected_log(Dim[i][113])*(Dim[i][17]*sin(Dim[i][52]))))"
33, 0.214072, 0.419422, 0.316747, 0.391365, 0.683253, 0.283335, 0.758461, 4759.000000, 11364.000000, 41721.000000, 3438.000000, "protected_log((protected_log(Dim[i][113])*(Dim[i][17]*sin(Dim[i][52]))))"
34, 0.344090, 0.262413, 0.303251, 0.371959, 0.696749, 0.273792, 0.666835, 6046.000000, 18266.000000, 34819.000000, 2151.000000, "ifLessThan(Dim[i][57], Dim[i][70], protected_div(Dim[i][58], protected_log((Dim[i][17]+sin(sin(Dim[i][52]))))), Dim[i][56])"
35, 0.344090, 0.262413, 0.303251, 0.371959, 0.696749, 0.273792, 0.666835, 6046.000000, 18266.000000, 34819.000000, 2151.000000, "ifLessThan(Dim[i][57], Dim[i][70], protected_div(Dim[i][58], protected_log((Dim[i][17]+sin(sin(Dim[i][52]))))), Dim[i][56])"
36, 0.214072, 0.419422, 0.316747, 0.391365, 0.683253, 0.283335, 0.758461, 4759.000000, 11364.000000, 41721.000000, 3438.000000, "protected_log((protected_log(Dim[i][113])*(Dim[i][17]*sin(Dim[i][52]))))"
37, 0.344090, 0.262413, 0.303251, 0.371959, 0.696749, 0.273792, 0.666835, 6046.000000, 18266.000000, 34819.000000, 2151.000000, "ifLessThan(Dim[i][57], Dim[i][70], protected_div(Dim[i][58], protected_log((Dim[i][17]+sin(sin(Dim[i][52]))))), Dim[i][56])"
38, 0.397495, 0.245578, 0.321536, 0.348571, 0.678464, 0.244462, 0.622826, 6184.000000, 21101.000000, 31984.000000, 2013.000000, "(protected_log((Dim[i][17]+sin(Dim[i][52])))*ifLessThan(Dim[i][15], ifLessThan(Dim[i][47], Dim[i][10], Dim[i][24], protected_log((Dim[i][15]+Dim[i][70]))), Dim[i][43], protected_div(Dim[i][0], (Dim[i][31]))))"
39, 0.214072, 0.419422, 0.316747, 0.391365, 0.683253, 0.283335, 0.758461, 4759.000000, 11364.000000, 41721.000000, 3438.000000, "protected_log((protected_log(Dim[i][113])*(Dim[i][17]*sin(Dim[i][52]))))"
40, 0.337082, 0.287178, 0.312130, 0.365942, 0.687870, 0.262550, 0.669593, 5843.000000, 17894.000000, 35191.000000, 2354.000000, "sin(protected_log((Dim[i][17]+protected_log(protected_log((Dim[i][67]*protected_abs((sin(Dim[i][97])-sin((Dim[i][41]))))))))))"
41, 0.378657, 0.240942, 0.309799, 0.360487, 0.690201, 0.261582, 0.639764, 6222.000000, 20101.000000, 32984.000000, 1975.000000, "(protected_log((Dim[i][17]+sin(Dim[i][52])))*ifLessThan(Dim[i][15], ifLessThan(Dim[i][47], Dim[i][10], Dim[i][37], Dim[i][94]), sin((Dim[i][14]+tanh(Dim[i][56]))), ifLessThan(sin(protected_log(protected_log(protected_log(Dim[i][20])))), ((sin(sin(Dim[i][52]))*Dim[i][111])), Dim[i][30], Dim[i][100])))"
42, 0.378657, 0.240942, 0.309799, 0.360487, 0.690201, 0.261582, 0.639764, 6222.000000, 20101.000000, 32984.000000, 1975.000000, "(protected_log((Dim[i][17]+sin(Dim[i][52])))*ifLessThan(Dim[i][15], ifLessThan(Dim[i][47], Dim[i][10], Dim[i][37], Dim[i][94]), sin((Dim[i][14]+tanh(Dim[i][56]))), ifLessThan(sin(Dim[i][43]), protected_div(Dim[i][0], Dim[i][10]), Dim[i][62], Dim[i][31])))"
43, 0.371141, 0.255703, 0.313422, 0.358882, 0.686578, 0.257266, 0.644300, 6101.000000, 19702.000000, 33383.000000, 2096.000000, "(protected_log((Dim[i][17]+sin(Dim[i][52])))*ifLessThan(Dim[i][15], ifLessThan(Dim[i][47], Dim[i][10], Dim[i][25], Dim[i][31]), sin(protected_div(Dim[i][0], (protected_abs(protected_div(Dim[i][43], (Dim[i][0]*protected_div((Dim[i][15]), sin(Dim[i][59])))))))), sin((Dim[i][1]-protected_sqrt(ifLessThan(Dim[i][67], Dim[i][13], Dim[i][95], Dim[i][17]))))))"
44, 0.344090, 0.262413, 0.303251, 0.371959, 0.696749, 0.273792, 0.666835, 6046.000000, 18266.000000, 34819.000000, 2151.000000, "ifLessThan(Dim[i][57], Dim[i][70], protected_div(Dim[i][58], protected_log((Dim[i][17]+sin(sin(Dim[i][52]))))), Dim[i][56])"
45, 0.378657, 0.240942, 0.309799, 0.360487, 0.690201, 0.261582, 0.639764, 6222.000000, 20101.000000, 32984.000000, 1975.000000, "(protected_log((Dim[i][17]+sin(Dim[i][52])))*ifLessThan(Dim[i][15], ifLessThan(Dim[i][47], Dim[i][10], Dim[i][37], Dim[i][94]), sin((Dim[i][14]+tanh(Dim[i][56]))), ifLessThan(sin(protected_log(tanh((Dim[i][15]+Dim[i][70])))), Dim[i][43], protected_div(Dim[i][0], (Dim[i][31])), Dim[i][105])))"
46, 0.344090, 0.262413, 0.303251, 0.371959, 0.696749, 0.273792, 0.666835, 6046.000000, 18266.000000, 34819.000000, 2151.000000, "ifLessThan(Dim[i][57], Dim[i][70], protected_div(Dim[i][58], protected_log((Dim[i][17]+sin(sin(Dim[i][52]))))), Dim[i][56])"
47, 0.344090, 0.262413, 0.303251, 0.371959, 0.696749, 0.273792, 0.666835, 6046.000000, 18266.000000, 34819.000000, 2151.000000, "ifLessThan(Dim[i][57], Dim[i][70], protected_div(Dim[i][58], protected_log((Dim[i][17]+sin(sin(Dim[i][52]))))), Dim[i][56])"
48, 0.344090, 0.262413, 0.303251, 0.371959, 0.696749, 0.273792, 0.666835, 6046.000000, 18266.000000, 34819.000000, 2151.000000, "ifLessThan(Dim[i][57], Dim[i][70], protected_div(Dim[i][58], protected_log((Dim[i][17]+sin(sin(Dim[i][52]))))), Dim[i][56])"
49, 0.352774, 0.251433, 0.302104, 0.371204, 0.697896, 0.274372, 0.660781, 6136.000000, 18727.000000, 34358.000000, 2061.000000, "ifLessThan(Dim[i][57], Dim[i][70], protected_div(Dim[i][58], protected_log((Dim[i][17]+sin(sin(Dim[i][82]))))), Dim[i][71])"
50, 0.352774, 0.251433, 0.302104, 0.371204, 0.697896, 0.274372, 0.660781, 6136.000000, 18727.000000, 34358.000000, 2061.000000, "ifLessThan(Dim[i][57], Dim[i][70], protected_div(Dim[i][58], protected_log((Dim[i][17]+sin(sin(Dim[i][82]))))), Dim[i][71])"
51, 0.344090, 0.262413, 0.303251, 0.371959, 0.696749, 0.273792, 0.666835, 6046.000000, 18266.000000, 34819.000000, 2151.000000, "ifLessThan(Dim[i][57], Dim[i][70], protected_div(Dim[i][58], protected_log((Dim[i][17]+sin(sin(Dim[i][52]))))), Dim[i][56])"
