Generation, FPR, 1 - TPR, 1 - AUC, F1, BA, MCC, Accuracy, TP, FP, TN, FN, Phenotype
0, 0.516828, 0.447531, 0.482179, 0.261532, 0.517821, 0.026295, 0.494402, 5270.000000, 25492.000000, 23832.000000, 4269.000000, "tanh(protected_div(Dim[i][5], Dim[i][121]))"
1, 0.516828, 0.447531, 0.482179, 0.261532, 0.517821, 0.026295, 0.494402, 5270.000000, 25492.000000, 23832.000000, 4269.000000, "protected_div(Dim[i][5], Dim[i][121])"
2, 0.487227, 0.457490, 0.472359, 0.267124, 0.527641, 0.040744, 0.517592, 5175.000000, 24032.000000, 25292.000000, 4364.000000, "tanh(protected_div(Dim[i][105], tanh(Dim[i][121])))"
3, 0.511820, 0.451620, 0.481720, 0.261452, 0.518280, 0.026962, 0.497936, 5231.000000, 25245.000000, 24079.000000, 4308.000000, "protected_div(Dim[i][121], Dim[i][73])"
4, 0.511820, 0.451620, 0.481720, 0.261452, 0.518280, 0.026962, 0.497936, 5231.000000, 25245.000000, 24079.000000, 4308.000000, "protected_div(Dim[i][121], Dim[i][73])"
5, 0.488768, 0.456127, 0.472448, 0.267182, 0.527552, 0.040612, 0.516521, 5188.000000, 24108.000000, 25216.000000, 4351.000000, "protected_div(Dim[i][15], Dim[i][121])"
6, 0.488079, 0.456652, 0.472365, 0.267192, 0.527635, 0.040734, 0.517014, 5183.000000, 24074.000000, 25250.000000, 4356.000000, "protected_div(Dim[i][121], Dim[i][45])"
7, 0.432731, 0.507391, 0.470061, 0.264122, 0.529939, 0.044426, 0.555170, 4699.000000, 21344.000000, 27980.000000, 4840.000000, "sin((Dim[i][66]*Dim[i][90]))"
8, 0.432731, 0.507391, 0.470061, 0.264122, 0.529939, 0.044426, 0.555170, 4699.000000, 21344.000000, 27980.000000, 4840.000000, "sin((Dim[i][66]*Dim[i][90]))"
9, 0.383627, 0.538526, 0.461076, 0.267900, 0.538924, 0.058650, 0.591271, 4402.000000, 18922.000000, 30402.000000, 5137.000000, "sin((Dim[i][66]*Dim[i][105]))"
10, 0.432731, 0.507391, 0.470061, 0.264122, 0.529939, 0.044426, 0.555170, 4699.000000, 21344.000000, 27980.000000, 4840.000000, "sin((Dim[i][66]*Dim[i][90]))"
11, 0.446456, 0.335465, 0.390961, 0.334521, 0.609039, 0.160831, 0.571531, 6339.000000, 22021.000000, 27303.000000, 3200.000000, "tanh((ifLessThan(Dim[i][106], Dim[i][95], Dim[i][53], Dim[i][11])))"
12, 0.446456, 0.335465, 0.390961, 0.334521, 0.609039, 0.160831, 0.571531, 6339.000000, 22021.000000, 27303.000000, 3200.000000, "tanh((ifLessThan(Dim[i][106], Dim[i][95], Dim[i][53], Dim[i][11])))"
13, 0.446456, 0.335465, 0.390961, 0.334521, 0.609039, 0.160831, 0.571531, 6339.000000, 22021.000000, 27303.000000, 3200.000000, "tanh((ifLessThan(Dim[i][106], Dim[i][95], Dim[i][53], Dim[i][11])))"
14, 0.446456, 0.335465, 0.390961, 0.334521, 0.609039, 0.160831, 0.571531, 6339.000000, 22021.000000, 27303.000000, 3200.000000, "(ifLessThan(Dim[i][106], Dim[i][95], Dim[i][53], Dim[i][11]))"
15, 0.446355, 0.335465, 0.390910, 0.334565, 0.609090, 0.160907, 0.571615, 6339.000000, 22016.000000, 27308.000000, 3200.000000, "protected_div(tanh((ifLessThan(Dim[i][106], Dim[i][95], Dim[i][53], Dim[i][11]))), ifLessThan((Dim[i][61]-Dim[i][66]), Dim[i][17], Dim[i][81], Dim[i][12]))"
16, 0.427723, 0.497641, 0.462682, 0.270520, 0.537318, 0.055410, 0.560947, 4792.000000, 21097.000000, 28227.000000, 4747.000000, "protected_div(Dim[i][121], protected_div(Dim[i][75], sin(Dim[i][112])))"
17, 0.442847, 0.363246, 0.403046, 0.324327, 0.596954, 0.143099, 0.570052, 6074.000000, 21843.000000, 27481.000000, 3465.000000, "protected_log((Dim[i][94]*Dim[i][7]))"
18, 0.442847, 0.363246, 0.403046, 0.324327, 0.596954, 0.143099, 0.570052, 6074.000000, 21843.000000, 27481.000000, 3465.000000, "protected_log((Dim[i][94]*Dim[i][7]))"
19, 0.442138, 0.218786, 0.330462, 0.384134, 0.669538, 0.249904, 0.594057, 7452.000000, 21808.000000, 27516.000000, 2087.000000, "sin((Dim[i][71]*Dim[i][53]))"
20, 0.442847, 0.363246, 0.403046, 0.324327, 0.596954, 0.143099, 0.570052, 6074.000000, 21843.000000, 27481.000000, 3465.000000, "protected_log((Dim[i][94]*Dim[i][7]))"
