Generation, FPR, 1 - TPR, 1 - AUC, F1, BA, MCC, Accuracy, TP, FP, TN, FN, Phenotype
0, 0.521496, 0.435149, 0.478322, 0.266840, 0.521678, 0.032117, 0.492618, 5435.000000, 25679.000000, 23562.000000, 4187.000000, "(Dim[i][121])"
1, 0.521009, 0.435149, 0.478079, 0.266997, 0.521921, 0.032477, 0.493026, 5435.000000, 25655.000000, 23586.000000, 4187.000000, "(Dim[i][84]*Dim[i][121])"
2, 0.521496, 0.435149, 0.478322, 0.266840, 0.521678, 0.032117, 0.492618, 5435.000000, 25679.000000, 23562.000000, 4187.000000, "(Dim[i][121])"
3, 0.521496, 0.435149, 0.478322, 0.266840, 0.521678, 0.032117, 0.492618, 5435.000000, 25679.000000, 23562.000000, 4187.000000, "Dim[i][121]"
4, 0.521496, 0.435149, 0.478322, 0.266840, 0.521678, 0.032117, 0.492618, 5435.000000, 25679.000000, 23562.000000, 4187.000000, "Dim[i][121]"
5, 0.515059, 0.438994, 0.477026, 0.267347, 0.522974, 0.034016, 0.497375, 5398.000000, 25362.000000, 23879.000000, 4224.000000, "protected_div(Dim[i][28], (((ifLessThan(Dim[i][9], Dim[i][57], Dim[i][74], Dim[i][6])-Dim[i][79])*Dim[i][46])*Dim[i][121]))"
6, 0.533763, 0.407608, 0.470685, 0.274006, 0.529315, 0.043525, 0.486859, 5700.000000, 26283.000000, 22958.000000, 3922.000000, "protected_div((Dim[i][33]*Dim[i][45]), ifLessThan(Dim[i][103], Dim[i][60], Dim[i][75], Dim[i][121]))"
7, 0.479296, 0.257639, 0.368467, 0.353912, 0.631533, 0.194751, 0.556937, 7143.000000, 23601.000000, 25640.000000, 2479.000000, "sin((Dim[i][86]-protected_log(protected_div(Dim[i][59], Dim[i][93]))))"
8, 0.498223, 0.200790, 0.349506, 0.367547, 0.650494, 0.223611, 0.550397, 7690.000000, 24533.000000, 24708.000000, 1932.000000, "(Dim[i][15]*sin(protected_log(Dim[i][93])))"
9, 0.493572, 0.445853, 0.469713, 0.271639, 0.530287, 0.044800, 0.514228, 5332.000000, 24304.000000, 24937.000000, 4290.000000, "(Dim[i][15]*protected_abs(Dim[i][121]))"
