Generation, FPR, 1 - TPR, 1 - AUC, F1, BA, MCC, Accuracy, TP, FP, TN, FN, Phenotype
0, 0.517152, 0.447531, 0.482342, 0.261428, 0.517658, 0.026056, 0.494130, 5270.000000, 25508.000000, 23816.000000, 4269.000000, "protected_div(Dim[i][66], Dim[i][121])"
1, 0.500385, 0.493972, 0.497179, 0.247241, 0.502821, 0.004159, 0.500654, 4827.000000, 24681.000000, 24643.000000, 4712.000000, "sin(Dim[i][108])"
2, 0.517192, 0.447531, 0.482362, 0.261415, 0.517638, 0.026026, 0.494096, 5270.000000, 25510.000000, 23814.000000, 4269.000000, "Dim[i][121]"
3, 0.516381, 0.447531, 0.481956, 0.261675, 0.518044, 0.026623, 0.494776, 5270.000000, 25470.000000, 23854.000000, 4269.000000, "protected_div(Dim[i][121], Dim[i][31])"
4, 0.493999, 0.453087, 0.473543, 0.266704, 0.526457, 0.038998, 0.512631, 5217.000000, 24366.000000, 24958.000000, 4322.000000, "protected_div(Dim[i][121], Dim[i][60])"
5, 0.516604, 0.180941, 0.348773, 0.364812, 0.651227, 0.224854, 0.537791, 7813.000000, 25481.000000, 23843.000000, 1726.000000, "sin(((protected_log(Dim[i][48]))))"
6, 0.516604, 0.180941, 0.348773, 0.364812, 0.651227, 0.224854, 0.537791, 7813.000000, 25481.000000, 23843.000000, 1726.000000, "sin(protected_log(Dim[i][48]))"
7, 0.516381, 0.447531, 0.481956, 0.261675, 0.518044, 0.026623, 0.494776, 5270.000000, 25470.000000, 23854.000000, 4269.000000, "protected_div(Dim[i][121], Dim[i][31])"
8, 0.516604, 0.180941, 0.348773, 0.364812, 0.651227, 0.224854, 0.537791, 7813.000000, 25481.000000, 23843.000000, 1726.000000, "sin(((protected_log(Dim[i][48]))))"
9, 0.516604, 0.180941, 0.348773, 0.364812, 0.651227, 0.224854, 0.537791, 7813.000000, 25481.000000, 23843.000000, 1726.000000, "sin(((protected_log(Dim[i][48]))))"
10, 0.516604, 0.180941, 0.348773, 0.364812, 0.651227, 0.224854, 0.537791, 7813.000000, 25481.000000, 23843.000000, 1726.000000, "sin(((protected_log(Dim[i][48]))))"
11, 0.516604, 0.180941, 0.348773, 0.364812, 0.651227, 0.224854, 0.537791, 7813.000000, 25481.000000, 23843.000000, 1726.000000, "sin(((protected_log(Dim[i][48]))))"
12, 0.516604, 0.180941, 0.348773, 0.364812, 0.651227, 0.224854, 0.537791, 7813.000000, 25481.000000, 23843.000000, 1726.000000, "sin(protected_log(Dim[i][48]))"
13, 0.516604, 0.180941, 0.348773, 0.364812, 0.651227, 0.224854, 0.537791, 7813.000000, 25481.000000, 23843.000000, 1726.000000, "sin(protected_log(Dim[i][48]))"
14, 0.516604, 0.180941, 0.348773, 0.364812, 0.651227, 0.224854, 0.537791, 7813.000000, 25481.000000, 23843.000000, 1726.000000, "sin(protected_log(Dim[i][48]))"
15, 0.516604, 0.180941, 0.348773, 0.364812, 0.651227, 0.224854, 0.537791, 7813.000000, 25481.000000, 23843.000000, 1726.000000, "sin(((protected_log(Dim[i][48]))))"
16, 0.499372, 0.188070, 0.343721, 0.369557, 0.656279, 0.231518, 0.551076, 7745.000000, 24631.000000, 24693.000000, 1794.000000, "(protected_div((Dim[i][30]), sin((protected_log(Dim[i][78])))))"
17, 0.499372, 0.188070, 0.343721, 0.369557, 0.656279, 0.231518, 0.551076, 7745.000000, 24631.000000, 24693.000000, 1794.000000, "(protected_div(sin(((protected_log(Dim[i][78])))), Dim[i][30]))"
18, 0.496270, 0.192159, 0.344214, 0.369389, 0.655786, 0.230640, 0.553013, 7706.000000, 24478.000000, 24846.000000, 1833.000000, "protected_div(Dim[i][45], sin(sin((sin((protected_log(Dim[i][78])))))))"
19, 0.499372, 0.188070, 0.343721, 0.369557, 0.656279, 0.231518, 0.551076, 7745.000000, 24631.000000, 24693.000000, 1794.000000, "(protected_div((Dim[i][30]), sin((protected_log(Dim[i][78])))))"
20, 0.494891, 0.193836, 0.344363, 0.369365, 0.655637, 0.230358, 0.553896, 7690.000000, 24410.000000, 24914.000000, 1849.000000, "protected_div(Dim[i][45], sin(protected_log(Dim[i][48])))"
21, 0.402117, 0.279589, 0.340853, 0.379197, 0.659147, 0.235596, 0.617739, 6872.000000, 19834.000000, 29490.000000, 2667.000000, "protected_log((Dim[i][115]*(sin(((protected_log(Dim[i][48])))))))"
22, 0.499372, 0.188070, 0.343721, 0.369557, 0.656279, 0.231518, 0.551076, 7745.000000, 24631.000000, 24693.000000, 1794.000000, "(protected_div((Dim[i][30]), sin((protected_log(Dim[i][78])))))"
23, 0.493147, 0.196457, 0.344802, 0.369149, 0.655198, 0.229631, 0.554933, 7665.000000, 24324.000000, 25000.000000, 1874.000000, "protected_div(protected_div((Dim[i][30]), Dim[i][13]), sin(((protected_log(Dim[i][48])))))"
24, 0.477516, 0.221617, 0.349566, 0.366513, 0.650434, 0.222046, 0.563954, 7425.000000, 23553.000000, 25771.000000, 2114.000000, "protected_log(protected_div((Dim[i][22]), protected_div(protected_div((Dim[i][30]), Dim[i][13]), sin(((protected_log(Dim[i][48])))))))"
