Generation, FPR, 1 - TPR, 1 - AUC, F1, BA, MCC, Accuracy, TP, FP, TN, FN, Phenotype
0, 0.490193, 0.360651, 0.425422, 0.268178, 0.574578, 0.102106, 0.527354, 4673.000000, 22868.000000, 23783.000000, 2636.000000, "protected_log((Dim[i][48]-Dim[i][76]))"
1, 0.490193, 0.360651, 0.425422, 0.268178, 0.574578, 0.102106, 0.527354, 4673.000000, 22868.000000, 23783.000000, 2636.000000, "protected_log((Dim[i][48]-Dim[i][76]))"
2, 0.490193, 0.360651, 0.425422, 0.268178, 0.574578, 0.102106, 0.527354, 4673.000000, 22868.000000, 23783.000000, 2636.000000, "protected_log((Dim[i][48]-Dim[i][76]))"
3, 0.490193, 0.360651, 0.425422, 0.268178, 0.574578, 0.102106, 0.527354, 4673.000000, 22868.000000, 23783.000000, 2636.000000, "protected_log((Dim[i][48]-Dim[i][76]))"
4, 0.490193, 0.360651, 0.425422, 0.268178, 0.574578, 0.102106, 0.527354, 4673.000000, 22868.000000, 23783.000000, 2636.000000, "protected_log((Dim[i][48]-Dim[i][76]))"
5, 0.485156, 0.275140, 0.380148, 0.300681, 0.619852, 0.164158, 0.543291, 5298.000000, 22633.000000, 24018.000000, 2011.000000, "protected_div(Dim[i][15], ifLessThan(Dim[i][91], (Dim[i][33]), tanh(Dim[i][98]), protected_log((protected_div(Dim[i][44], ifLessThan(Dim[i][3], Dim[i][48], ((Dim[i][8])), Dim[i][121]))))))"
6, 0.442756, 0.441510, 0.442133, 0.254759, 0.557867, 0.079485, 0.557413, 4082.000000, 20655.000000, 25996.000000, 3227.000000, "protected_div(Dim[i][121], Dim[i][30])"
7, 0.496581, 0.358325, 0.427453, 0.266742, 0.572547, 0.099356, 0.522146, 4690.000000, 23166.000000, 23485.000000, 2619.000000, "protected_div((Dim[i][48]-Dim[i][76]), Dim[i][95])"
8, 0.442756, 0.441510, 0.442133, 0.254759, 0.557867, 0.079485, 0.557413, 4082.000000, 20655.000000, 25996.000000, 3227.000000, "protected_div(Dim[i][121], Dim[i][30])"
9, 0.485156, 0.275140, 0.380148, 0.300681, 0.619852, 0.164158, 0.543291, 5298.000000, 22633.000000, 24018.000000, 2011.000000, "protected_div(Dim[i][15], ifLessThan(Dim[i][91], (Dim[i][33]), tanh(Dim[i][98]), protected_log((protected_div(Dim[i][44], ifLessThan(Dim[i][3], Dim[i][48], ((Dim[i][8])), Dim[i][121]))))))"
10, 0.485156, 0.275140, 0.380148, 0.300681, 0.619852, 0.164158, 0.543291, 5298.000000, 22633.000000, 24018.000000, 2011.000000, "protected_div(Dim[i][15], ifLessThan(Dim[i][91], (Dim[i][33]), tanh(Dim[i][98]), protected_log((protected_div(Dim[i][44], ifLessThan(Dim[i][3], Dim[i][48], ((Dim[i][8])), Dim[i][121]))))))"
