Generation, FPR, 1 - TPR, 1 - AUC, F1, BA, MCC, Accuracy, TP, FP, TN, FN, Phenotype
0, 0.521496, 0.435149, 0.478322, 0.266840, 0.521678, 0.032117, 0.492618, 5435.000000, 25679.000000, 23562.000000, 4187.000000, "Dim[i][121]"
1, 0.521496, 0.435149, 0.478322, 0.266840, 0.521678, 0.032117, 0.492618, 5435.000000, 25679.000000, 23562.000000, 4187.000000, "Dim[i][121]"
2, 0.520339, 0.434941, 0.477640, 0.267299, 0.522360, 0.033125, 0.493621, 5437.000000, 25622.000000, 23619.000000, 4185.000000, "ifLessThan(Dim[i][108], ((Dim[i][100])+protected_abs(Dim[i][1])), Dim[i][75], Dim[i][121])"
3, 0.520339, 0.434941, 0.477640, 0.267299, 0.522360, 0.033125, 0.493621, 5437.000000, 25622.000000, 23619.000000, 4185.000000, "ifLessThan(Dim[i][108], ((Dim[i][100])+protected_abs(Dim[i][1])), Dim[i][75], Dim[i][121])"
4, 0.521496, 0.435149, 0.478322, 0.266840, 0.521678, 0.032117, 0.492618, 5435.000000, 25679.000000, 23562.000000, 4187.000000, "Dim[i][121]"
5, 0.520339, 0.434941, 0.477640, 0.267299, 0.522360, 0.033125, 0.493621, 5437.000000, 25622.000000, 23619.000000, 4185.000000, "ifLessThan(Dim[i][108], ((Dim[i][100])+protected_abs(Dim[i][1])), Dim[i][75], Dim[i][121])"
6, 0.520339, 0.434941, 0.477640, 0.267299, 0.522360, 0.033125, 0.493621, 5437.000000, 25622.000000, 23619.000000, 4185.000000, "ifLessThan(Dim[i][108], ((Dim[i][100])+protected_abs(Dim[i][1])), Dim[i][75], Dim[i][121])"
7, 0.520339, 0.434941, 0.477640, 0.267299, 0.522360, 0.033125, 0.493621, 5437.000000, 25622.000000, 23619.000000, 4185.000000, "ifLessThan(Dim[i][108], ((Dim[i][100])+protected_abs(Dim[i][1])), Dim[i][75], Dim[i][121])"
8, 0.503280, 0.450946, 0.477113, 0.266233, 0.522887, 0.033862, 0.505275, 5283.000000, 24782.000000, 24459.000000, 4339.000000, "ifLessThan(Dim[i][77], Dim[i][32], protected_sqrt(Dim[i][121]), Dim[i][101])"
9, 0.503280, 0.450946, 0.477113, 0.266233, 0.522887, 0.033862, 0.505275, 5283.000000, 24782.000000, 24459.000000, 4339.000000, "ifLessThan(Dim[i][77], Dim[i][32], protected_sqrt(Dim[i][121]), Dim[i][101])"
10, 0.494304, 0.445541, 0.469922, 0.271522, 0.530078, 0.044491, 0.513667, 5335.000000, 24340.000000, 24901.000000, 4287.000000, "protected_div((Dim[i][75]), Dim[i][121])"
11, 0.508763, 0.196633, 0.352698, 0.364588, 0.647302, 0.219308, 0.542259, 7730.000000, 25052.000000, 24189.000000, 1892.000000, "sin(protected_log((ifLessThan(Dim[i][89], Dim[i][98], Dim[i][48], protected_log(Dim[i][43]))-Dim[i][8])))"
12, 0.518572, 0.190293, 0.354433, 0.362811, 0.645567, 0.217227, 0.535090, 7791.000000, 25535.000000, 23706.000000, 1831.000000, "sin(protected_log(Dim[i][33]))"
13, 0.517617, 0.191332, 0.354475, 0.362827, 0.645525, 0.217108, 0.535719, 7781.000000, 25488.000000, 23753.000000, 1841.000000, "sin(protected_log(protected_abs(Dim[i][108])))"
14, 0.447432, 0.331012, 0.389222, 0.337980, 0.610778, 0.163945, 0.571598, 6437.000000, 22032.000000, 27209.000000, 3185.000000, "(protected_div(sin(ifLessThan(Dim[i][106], Dim[i][5], Dim[i][17], Dim[i][56])), Dim[i][69]))"
15, 0.516846, 0.192060, 0.354453, 0.362881, 0.645547, 0.217097, 0.536245, 7774.000000, 25450.000000, 23791.000000, 1848.000000, "sin(protected_log((ifLessThan(Dim[i][89], Dim[i][98], Dim[i][48], protected_div(protected_div((Dim[i][9]-protected_div(Dim[i][42], protected_abs(Dim[i][85]))), (Dim[i][50]-Dim[i][77])), tanh(Dim[i][5])))-Dim[i][74])))"
16, 0.208972, 0.494804, 0.351888, 0.392443, 0.648112, 0.250551, 0.744305, 4861.000000, 10290.000000, 38951.000000, 4761.000000, "sin(protected_log(sin(protected_div((protected_log(Dim[i][22])), Dim[i][66]))))"
17, 0.208972, 0.494804, 0.351888, 0.392443, 0.648112, 0.250551, 0.744305, 4861.000000, 10290.000000, 38951.000000, 4761.000000, "sin(protected_log(sin(protected_div((protected_log(Dim[i][22])), Dim[i][66]))))"
18, 0.496639, 0.201725, 0.349182, 0.367882, 0.650818, 0.224031, 0.551569, 7681.000000, 24455.000000, 24786.000000, 1941.000000, "(protected_div(Dim[i][45], sin((protected_log((Dim[i][18]))))))"
19, 0.390975, 0.297651, 0.344313, 0.379322, 0.655687, 0.231857, 0.624280, 6758.000000, 19252.000000, 29989.000000, 2864.000000, "sin(protected_log(protected_div(protected_div(Dim[i][112], (Dim[i][20])), Dim[i][33])))"
20, 0.390975, 0.297651, 0.344313, 0.379322, 0.655687, 0.231857, 0.624280, 6758.000000, 19252.000000, 29989.000000, 2864.000000, "sin(protected_log(protected_div(protected_div(Dim[i][112], (Dim[i][20])), Dim[i][33])))"
21, 0.390975, 0.297651, 0.344313, 0.379322, 0.655687, 0.231857, 0.624280, 6758.000000, 19252.000000, 29989.000000, 2864.000000, "sin(protected_log(protected_div(protected_div(Dim[i][112], (Dim[i][20])), Dim[i][33])))"
22, 0.390975, 0.297651, 0.344313, 0.379322, 0.655687, 0.231857, 0.624280, 6758.000000, 19252.000000, 29989.000000, 2864.000000, "sin(protected_log(protected_div(protected_div(Dim[i][112], (Dim[i][20])), Dim[i][33])))"
23, 0.390975, 0.297651, 0.344313, 0.379322, 0.655687, 0.231857, 0.624280, 6758.000000, 19252.000000, 29989.000000, 2864.000000, "sin(protected_log(protected_div(protected_div(Dim[i][112], (Dim[i][20])), Dim[i][33])))"
24, 0.441055, 0.237061, 0.339058, 0.379566, 0.660942, 0.238077, 0.592291, 7341.000000, 21718.000000, 27523.000000, 2281.000000, "sin(protected_log((ifLessThan(Dim[i][89], Dim[i][98], Dim[i][48], (Dim[i][53]*Dim[i][75]))-Dim[i][76])))"
25, 0.415122, 0.257951, 0.336536, 0.383840, 0.663464, 0.242268, 0.610570, 7140.000000, 20441.000000, 28800.000000, 2482.000000, "sin(protected_log((ifLessThan(Dim[i][89], Dim[i][98], Dim[i][48], protected_log(Dim[i][65]))-Dim[i][106])))"
26, 0.390975, 0.297651, 0.344313, 0.379322, 0.655687, 0.231857, 0.624280, 6758.000000, 19252.000000, 29989.000000, 2864.000000, "sin(protected_log(protected_div(protected_div(Dim[i][112], ((Dim[i][20]))), Dim[i][33])))"
27, 0.390975, 0.297651, 0.344313, 0.379322, 0.655687, 0.231857, 0.624280, 6758.000000, 19252.000000, 29989.000000, 2864.000000, "sin(protected_log(protected_div(protected_div(Dim[i][112], (Dim[i][20])), Dim[i][33])))"
28, 0.358685, 0.278632, 0.318659, 0.405610, 0.681341, 0.271916, 0.654401, 6941.000000, 17662.000000, 31579.000000, 2681.000000, "sin(sin(protected_log(sin((Dim[i][90]+protected_div(protected_abs(Dim[i][85]), (Dim[i][50]-Dim[i][9])))))))"
29, 0.390975, 0.297651, 0.344313, 0.379322, 0.655687, 0.231857, 0.624280, 6758.000000, 19252.000000, 29989.000000, 2864.000000, "sin((protected_log(protected_div(protected_div(Dim[i][112], (Dim[i][20])), Dim[i][33]))))"
30, 0.358685, 0.278632, 0.318659, 0.405610, 0.681341, 0.271916, 0.654401, 6941.000000, 17662.000000, 31579.000000, 2681.000000, "sin(sin(protected_log(sin((Dim[i][90]+protected_div(protected_abs(Dim[i][85]), (Dim[i][50]-Dim[i][9])))))))"
31, 0.441055, 0.237061, 0.339058, 0.379566, 0.660942, 0.238077, 0.592291, 7341.000000, 21718.000000, 27523.000000, 2281.000000, "sin(protected_log((ifLessThan(Dim[i][89], Dim[i][98], Dim[i][48], (Dim[i][53]*Dim[i][75]))-Dim[i][76])))"
32, 0.358949, 0.278217, 0.318583, 0.405642, 0.681417, 0.272004, 0.654248, 6945.000000, 17675.000000, 31566.000000, 2677.000000, "sin(sin(protected_log(sin(sin((Dim[i][90]+protected_div(protected_abs(Dim[i][85]), (Dim[i][50]-Dim[i][9]))))))))"
33, 0.358685, 0.278632, 0.318659, 0.405610, 0.681341, 0.271916, 0.654401, 6941.000000, 17662.000000, 31579.000000, 2681.000000, "sin(sin(protected_log(sin((Dim[i][90]+protected_div(protected_abs(Dim[i][85]), (Dim[i][50]-Dim[i][9])))))))"
34, 0.358685, 0.278632, 0.318659, 0.405610, 0.681341, 0.271916, 0.654401, 6941.000000, 17662.000000, 31579.000000, 2681.000000, "sin(sin(protected_log(sin((Dim[i][90]+protected_div(protected_abs(Dim[i][85]), (Dim[i][50]-Dim[i][9])))))))"
35, 0.358685, 0.278632, 0.318659, 0.405610, 0.681341, 0.271916, 0.654401, 6941.000000, 17662.000000, 31579.000000, 2681.000000, "sin(sin(protected_log(sin((Dim[i][90]+protected_div(protected_abs(Dim[i][85]), (Dim[i][50]-Dim[i][9])))))))"
36, 0.358685, 0.278632, 0.318659, 0.405610, 0.681341, 0.271916, 0.654401, 6941.000000, 17662.000000, 31579.000000, 2681.000000, "sin(sin(protected_log(sin((Dim[i][90]+protected_div(protected_abs(Dim[i][85]), (Dim[i][50]-Dim[i][9])))))))"
37, 0.358685, 0.278632, 0.318659, 0.405610, 0.681341, 0.271916, 0.654401, 6941.000000, 17662.000000, 31579.000000, 2681.000000, "sin(sin(sin(sin(protected_log(sin((Dim[i][90]+protected_div(protected_abs(Dim[i][85]), (Dim[i][50]-Dim[i][9])))))))))"
38, 0.358685, 0.278632, 0.318659, 0.405610, 0.681341, 0.271916, 0.654401, 6941.000000, 17662.000000, 31579.000000, 2681.000000, "sin(sin(protected_log(sin((Dim[i][90]+protected_div(protected_abs(Dim[i][85]), (Dim[i][50]-Dim[i][9])))))))"
39, 0.358685, 0.278632, 0.318659, 0.405610, 0.681341, 0.271916, 0.654401, 6941.000000, 17662.000000, 31579.000000, 2681.000000, "sin(sin(protected_log(sin((Dim[i][90]+protected_div(protected_abs(Dim[i][85]), (Dim[i][50]-Dim[i][9])))))))"
40, 0.358685, 0.278632, 0.318659, 0.405610, 0.681341, 0.271916, 0.654401, 6941.000000, 17662.000000, 31579.000000, 2681.000000, "sin(sin(protected_log(sin((Dim[i][90]+protected_div(protected_abs(Dim[i][85]), (Dim[i][50]-Dim[i][9])))))))"
41, 0.370748, 0.263459, 0.317103, 0.405377, 0.682897, 0.273181, 0.646790, 7087.000000, 18256.000000, 30985.000000, 2535.000000, "sin(protected_log(sin(protected_div(protected_abs(Dim[i][85]), (Dim[i][50]-Dim[i][9])))))"
42, 0.370748, 0.263459, 0.317103, 0.405377, 0.682897, 0.273181, 0.646790, 7087.000000, 18256.000000, 30985.000000, 2535.000000, "sin(protected_log(sin(protected_div(protected_abs(Dim[i][85]), (Dim[i][50]-Dim[i][9])))))"
43, 0.323064, 0.311474, 0.317269, 0.412067, 0.682731, 0.278033, 0.678831, 6625.000000, 15908.000000, 33333.000000, 2997.000000, "protected_log(protected_log((Dim[i][18]*sin(protected_abs(protected_log((sin(protected_log(sin((Dim[i][90]+protected_div(protected_abs(Dim[i][85]), (Dim[i][50]-Dim[i][9])))))))))))))"
44, 0.370748, 0.263459, 0.317103, 0.405377, 0.682897, 0.273181, 0.646790, 7087.000000, 18256.000000, 30985.000000, 2535.000000, "sin(protected_log(sin(protected_div(protected_abs(Dim[i][85]), (Dim[i][50]-Dim[i][9])))))"
45, 0.381430, 0.228747, 0.305088, 0.414292, 0.694912, 0.290055, 0.643528, 7421.000000, 18782.000000, 30459.000000, 2201.000000, "sin(protected_log(protected_div(tanh(Dim[i][52]), (Dim[i][50]*protected_abs(protected_abs(Dim[i][116]))))))"
46, 0.381430, 0.228747, 0.305088, 0.414292, 0.694912, 0.290055, 0.643528, 7421.000000, 18782.000000, 30459.000000, 2201.000000, "sin(protected_log(protected_div(tanh(Dim[i][52]), (Dim[i][50]*protected_abs(protected_abs(Dim[i][116]))))))"
47, 0.381430, 0.228747, 0.305088, 0.414292, 0.694912, 0.290055, 0.643528, 7421.000000, 18782.000000, 30459.000000, 2201.000000, "sin(protected_log(protected_div(tanh(Dim[i][52]), (Dim[i][50]*protected_abs(protected_abs(Dim[i][116]))))))"
48, 0.370748, 0.263459, 0.317103, 0.405377, 0.682897, 0.273181, 0.646790, 7087.000000, 18256.000000, 30985.000000, 2535.000000, "sin(protected_log(sin(protected_div(protected_abs(Dim[i][85]), (Dim[i][50]-Dim[i][9])))))"
49, 0.323064, 0.311474, 0.317269, 0.412067, 0.682731, 0.278033, 0.678831, 6625.000000, 15908.000000, 33333.000000, 2997.000000, "protected_log(protected_log((Dim[i][18]*sin(protected_abs(protected_log((sin(protected_log(sin((Dim[i][90]+protected_div(protected_abs(Dim[i][85]), (Dim[i][50]-Dim[i][9])))))))))))))"
50, 0.323064, 0.311474, 0.317269, 0.412067, 0.682731, 0.278033, 0.678831, 6625.000000, 15908.000000, 33333.000000, 2997.000000, "protected_log(protected_log((Dim[i][18]*sin(protected_abs(protected_log((sin(protected_log(sin((Dim[i][90]+protected_div(protected_abs(Dim[i][85]), (Dim[i][50]-Dim[i][9])))))))))))))"
51, 0.323064, 0.311474, 0.317269, 0.412067, 0.682731, 0.278033, 0.678831, 6625.000000, 15908.000000, 33333.000000, 2997.000000, "protected_log(protected_log((Dim[i][18]*sin(protected_abs(protected_log((sin(protected_log(sin((Dim[i][90]+protected_div(protected_abs(Dim[i][85]), (Dim[i][50]-Dim[i][9])))))))))))))"
52, 0.381430, 0.228747, 0.305088, 0.414292, 0.694912, 0.290055, 0.643528, 7421.000000, 18782.000000, 30459.000000, 2201.000000, "sin(protected_log(protected_div(tanh(Dim[i][52]), (Dim[i][50]*protected_abs(protected_abs(Dim[i][116]))))))"
53, 0.381430, 0.228747, 0.305088, 0.414292, 0.694912, 0.290055, 0.643528, 7421.000000, 18782.000000, 30459.000000, 2201.000000, "sin(protected_log(protected_div(tanh(Dim[i][52]), (Dim[i][50]*protected_abs(protected_abs(Dim[i][116]))))))"
54, 0.381430, 0.228747, 0.305088, 0.414292, 0.694912, 0.290055, 0.643528, 7421.000000, 18782.000000, 30459.000000, 2201.000000, "sin(protected_log(protected_div(tanh(Dim[i][52]), (Dim[i][50]*protected_abs(protected_abs(Dim[i][116]))))))"
55, 0.381430, 0.228747, 0.305088, 0.414292, 0.694912, 0.290055, 0.643528, 7421.000000, 18782.000000, 30459.000000, 2201.000000, "sin(protected_log(protected_div(tanh(Dim[i][52]), (Dim[i][50]*protected_abs(protected_abs(Dim[i][116]))))))"
56, 0.381430, 0.228747, 0.305088, 0.414292, 0.694912, 0.290055, 0.643528, 7421.000000, 18782.000000, 30459.000000, 2201.000000, "sin(protected_log(protected_div(tanh(Dim[i][52]), (Dim[i][50]*protected_abs(protected_abs(Dim[i][116]))))))"
