Generation, FPR, 1 - TPR, 1 - AUC, F1, BA, MCC, Accuracy, TP, FP, TN, FN, Phenotype
0, 0.462376, 0.511737, 0.487057, 0.268139, 0.512943, 0.019793, 0.528899, 4784.000000, 21101.000000, 24535.000000, 5014.000000, "protected_div(Dim[i][121], sin(Dim[i][45]))"
1, 0.462376, 0.511737, 0.487057, 0.268139, 0.512943, 0.019793, 0.528899, 4784.000000, 21101.000000, 24535.000000, 5014.000000, "protected_div(Dim[i][121], sin(Dim[i][45]))"
2, 0.240183, 0.675138, 0.457660, 0.265893, 0.542340, 0.074095, 0.682938, 3183.000000, 10961.000000, 34675.000000, 6615.000000, "protected_sqrt(protected_log((Dim[i][12]+Dim[i][118])))"
3, 0.240183, 0.675138, 0.457660, 0.265893, 0.542340, 0.074095, 0.682938, 3183.000000, 10961.000000, 34675.000000, 6615.000000, "protected_sqrt(protected_log((Dim[i][12]+Dim[i][118])))"
4, 0.462376, 0.511737, 0.487057, 0.268139, 0.512943, 0.019793, 0.528899, 4784.000000, 21101.000000, 24535.000000, 5014.000000, "protected_div(Dim[i][121], sin(Dim[i][45]))"
5, 0.462376, 0.511737, 0.487057, 0.268139, 0.512943, 0.019793, 0.528899, 4784.000000, 21101.000000, 24535.000000, 5014.000000, "protected_div(Dim[i][121], sin(Dim[i][45]))"
6, 0.462376, 0.511737, 0.487057, 0.268139, 0.512943, 0.019793, 0.528899, 4784.000000, 21101.000000, 24535.000000, 5014.000000, "protected_div(Dim[i][121], sin(Dim[i][45]))"
7, 0.463012, 0.510614, 0.486813, 0.268454, 0.513187, 0.020163, 0.528575, 4795.000000, 21130.000000, 24506.000000, 5003.000000, "protected_div(Dim[i][121], Dim[i][15])"
8, 0.462376, 0.511737, 0.487057, 0.268139, 0.512943, 0.019793, 0.528899, 4784.000000, 21101.000000, 24535.000000, 5014.000000, "protected_div(Dim[i][121], sin(Dim[i][45]))"
9, 0.242221, 0.599612, 0.420917, 0.316690, 0.579083, 0.135872, 0.694610, 3923.000000, 11054.000000, 34582.000000, 5875.000000, "protected_div(Dim[i][110], (Dim[i][7]+(protected_log(Dim[i][90]))))"
10, 0.454597, 0.512860, 0.483729, 0.270295, 0.516271, 0.024906, 0.535105, 4773.000000, 20746.000000, 24890.000000, 5025.000000, "protected_div(protected_div(Dim[i][110], sin(Dim[i][69])), ifLessThan(ifLessThan(Dim[i][59], Dim[i][8], Dim[i][80], Dim[i][14]), protected_sqrt((Dim[i][22]*Dim[i][111])), Dim[i][105], ifLessThan((protected_div(Dim[i][6], Dim[i][98])), Dim[i][20], (protected_div(Dim[i][104], Dim[i][34])), Dim[i][83])))"
11, 0.552349, 0.364870, 0.458610, 0.301882, 0.541390, 0.063729, 0.480788, 6223.000000, 25207.000000, 20429.000000, 3575.000000, "(Dim[i][60]-Dim[i][30])"
12, 0.463516, 0.509083, 0.486300, 0.269008, 0.513700, 0.020947, 0.528430, 4810.000000, 21153.000000, 24483.000000, 4988.000000, "protected_div(Dim[i][90], sin(((Dim[i][9]))))"
13, 0.526777, 0.230659, 0.378718, 0.364366, 0.621282, 0.186877, 0.525562, 7538.000000, 24040.000000, 21596.000000, 2260.000000, "sin(protected_log((Dim[i][0]+Dim[i][93])))"
14, 0.526777, 0.230659, 0.378718, 0.364366, 0.621282, 0.186877, 0.525562, 7538.000000, 24040.000000, 21596.000000, 2260.000000, "sin(protected_log((Dim[i][0]+Dim[i][93])))"
15, 0.526777, 0.230659, 0.378718, 0.364366, 0.621282, 0.186877, 0.525562, 7538.000000, 24040.000000, 21596.000000, 2260.000000, "sin(protected_log((Dim[i][0]+Dim[i][93])))"
16, 0.526777, 0.230659, 0.378718, 0.364366, 0.621282, 0.186877, 0.525562, 7538.000000, 24040.000000, 21596.000000, 2260.000000, "sin(protected_log((Dim[i][0]+Dim[i][93])))"
17, 0.512687, 0.246479, 0.379583, 0.363892, 0.620417, 0.184868, 0.534365, 7383.000000, 23397.000000, 22239.000000, 2415.000000, "protected_div(sin(protected_log(Dim[i][93])), protected_log(protected_log(Dim[i][52])))"
18, 0.513323, 0.243723, 0.378523, 0.364719, 0.621477, 0.186538, 0.534329, 7410.000000, 23426.000000, 22210.000000, 2388.000000, "protected_div(Dim[i][118], sin(sin(protected_log(Dim[i][93]))))"
19, 0.496231, 0.253725, 0.374978, 0.367844, 0.625022, 0.191389, 0.546632, 7312.000000, 22646.000000, 22990.000000, 2486.000000, "protected_div(Dim[i][90], sin(sin(protected_log((Dim[i][0]+Dim[i][93])))))"
20, 0.522592, 0.237600, 0.380096, 0.363353, 0.619904, 0.184518, 0.527781, 7470.000000, 23849.000000, 21787.000000, 2328.000000, "protected_div(sin(protected_log(Dim[i][93])), protected_log(protected_log(Dim[i][23])))"
21, 0.522592, 0.237600, 0.380096, 0.363353, 0.619904, 0.184518, 0.527781, 7470.000000, 23849.000000, 21787.000000, 2328.000000, "protected_div(sin(protected_log(Dim[i][93])), protected_log(protected_log(Dim[i][23])))"
22, 0.496231, 0.253725, 0.374978, 0.367844, 0.625022, 0.191389, 0.546632, 7312.000000, 22646.000000, 22990.000000, 2486.000000, "protected_div(sin(protected_log(Dim[i][93])), Dim[i][90])"
23, 0.468577, 0.310267, 0.389422, 0.356247, 0.610578, 0.168742, 0.559404, 6758.000000, 21384.000000, 24252.000000, 3040.000000, "protected_log(protected_div((Dim[i][35]-Dim[i][46]), Dim[i][105]))"
24, 0.496231, 0.253725, 0.374978, 0.367844, 0.625022, 0.191389, 0.546632, 7312.000000, 22646.000000, 22990.000000, 2486.000000, "protected_div(sin(protected_log(Dim[i][93])), Dim[i][90])"
25, 0.492331, 0.257502, 0.374916, 0.367972, 0.625084, 0.191369, 0.549176, 7275.000000, 22468.000000, 23168.000000, 2523.000000, "protected_div(sin(protected_log(Dim[i][93])), (protected_log(protected_div(Dim[i][98], sin(sin(Dim[i][15]))))))"
26, 0.492331, 0.257502, 0.374916, 0.367972, 0.625084, 0.191369, 0.549176, 7275.000000, 22468.000000, 23168.000000, 2523.000000, "protected_div(sin(protected_log(Dim[i][93])), (protected_log(protected_div(Dim[i][98], sin(sin(Dim[i][15]))))))"
27, 0.492331, 0.257502, 0.374916, 0.367972, 0.625084, 0.191369, 0.549176, 7275.000000, 22468.000000, 23168.000000, 2523.000000, "protected_div(sin(protected_log(Dim[i][93])), (protected_log(protected_div(Dim[i][98], sin(sin(Dim[i][15]))))))"
28, 0.492331, 0.257502, 0.374916, 0.367972, 0.625084, 0.191369, 0.549176, 7275.000000, 22468.000000, 23168.000000, 2523.000000, "protected_div(sin(protected_log(Dim[i][93])), (protected_log(protected_div(Dim[i][98], sin(sin(Dim[i][15]))))))"
29, 0.491169, 0.258726, 0.374948, 0.367970, 0.625052, 0.191288, 0.549915, 7263.000000, 22415.000000, 23221.000000, 2535.000000, "protected_div(Dim[i][30], sin(protected_div(Dim[i][15], sin(protected_log(Dim[i][48])))))"
30, 0.492331, 0.257502, 0.374916, 0.367972, 0.625084, 0.191369, 0.549176, 7275.000000, 22468.000000, 23168.000000, 2523.000000, "protected_div(sin(protected_log(Dim[i][93])), (protected_log(protected_div(Dim[i][98], sin(sin(Dim[i][15]))))))"
31, 0.382593, 0.343131, 0.362862, 0.382026, 0.637138, 0.211267, 0.624382, 6436.000000, 17460.000000, 28176.000000, 3362.000000, "protected_div(sin(protected_log(Dim[i][93])), (protected_log(protected_div(ifLessThan(Dim[i][91], Dim[i][5], (protected_log(Dim[i][70])), sin(sin((protected_log(Dim[i][105]))))), Dim[i][15]))))"
32, 0.492331, 0.257399, 0.374865, 0.368014, 0.625135, 0.191447, 0.549194, 7276.000000, 22468.000000, 23168.000000, 2522.000000, "protected_div(sin(protected_log(Dim[i][93])), Dim[i][15])"
33, 0.491169, 0.258726, 0.374948, 0.367970, 0.625052, 0.191288, 0.549915, 7263.000000, 22415.000000, 23221.000000, 2535.000000, "protected_div(Dim[i][30], sin(protected_div(Dim[i][15], sin(protected_log(Dim[i][48])))))"
34, 0.382593, 0.343131, 0.362862, 0.382026, 0.637138, 0.211267, 0.624382, 6436.000000, 17460.000000, 28176.000000, 3362.000000, "protected_div(sin(protected_log(Dim[i][93])), (protected_log(protected_div(ifLessThan(Dim[i][91], Dim[i][5], (protected_log(Dim[i][70])), sin(sin((protected_log(Dim[i][105]))))), Dim[i][15]))))"
35, 0.382593, 0.343131, 0.362862, 0.382026, 0.637138, 0.211267, 0.624382, 6436.000000, 17460.000000, 28176.000000, 3362.000000, "protected_div(sin(protected_log(Dim[i][93])), (protected_log(protected_div(ifLessThan(Dim[i][91], Dim[i][5], (protected_log(Dim[i][70])), sin(sin((protected_log(Dim[i][105]))))), Dim[i][15]))))"
36, 0.382593, 0.343233, 0.362913, 0.381978, 0.637087, 0.211189, 0.624364, 6435.000000, 17460.000000, 28176.000000, 3363.000000, "protected_div(sin(protected_log(Dim[i][93])), (protected_log(protected_div(protected_log(protected_div(ifLessThan(Dim[i][91], Dim[i][5], (protected_log(Dim[i][70])), sin(sin((protected_log(Dim[i][105]))))), Dim[i][15])), Dim[i][60]))))"
37, 0.382593, 0.343131, 0.362862, 0.382026, 0.637138, 0.211267, 0.624382, 6436.000000, 17460.000000, 28176.000000, 3362.000000, "protected_div(protected_div(sin(protected_log(Dim[i][93])), (protected_log(protected_div(ifLessThan(Dim[i][91], Dim[i][5], (protected_log(Dim[i][70])), sin(sin((protected_log(Dim[i][105]))))), Dim[i][15])))), Dim[i][60])"
38, 0.385485, 0.336599, 0.361042, 0.383594, 0.638958, 0.213863, 0.623155, 6500.000000, 17592.000000, 28044.000000, 3298.000000, "ifLessThan(Dim[i][91], Dim[i][5], protected_div(sin(protected_log(Dim[i][93])), Dim[i][30]), sin(protected_div(Dim[i][15], sin(protected_log(Dim[i][105])))))"
39, 0.385726, 0.336701, 0.361214, 0.383422, 0.638786, 0.213589, 0.622939, 6499.000000, 17603.000000, 28033.000000, 3299.000000, "ifLessThan(Dim[i][91], Dim[i][5], protected_div(sin(protected_log(Dim[i][93])), Dim[i][30]), sin(protected_div(Dim[i][15], sin(protected_log(Dim[i][19])))))"
40, 0.385485, 0.336599, 0.361042, 0.383594, 0.638958, 0.213863, 0.623155, 6500.000000, 17592.000000, 28044.000000, 3298.000000, "ifLessThan(Dim[i][91], Dim[i][5], protected_div(sin(protected_log(Dim[i][93])), Dim[i][30]), sin(protected_div(Dim[i][15], sin(protected_log(Dim[i][105])))))"
