Generation, FPR, 1 - TPR, 1 - AUC, F1, BA, MCC, Accuracy, TP, FP, TN, FN, Phenotype
0, 0.528815, 0.429680, 0.479247, 0.282801, 0.520753, 0.031748, 0.488707, 5588.000000, 24133.000000, 21503.000000, 4210.000000, "(Dim[i][115]-Dim[i][55])"
1, 0.528815, 0.429680, 0.479247, 0.282801, 0.520753, 0.031748, 0.488707, 5588.000000, 24133.000000, 21503.000000, 4210.000000, "(Dim[i][115]-Dim[i][55])"
2, 0.340126, 0.566136, 0.453131, 0.287511, 0.546869, 0.074646, 0.619926, 4251.000000, 15522.000000, 30114.000000, 5547.000000, "ifLessThan(Dim[i][114], Dim[i][1], Dim[i][71], Dim[i][64])"
3, 0.528815, 0.429680, 0.479247, 0.282801, 0.520753, 0.031748, 0.488707, 5588.000000, 24133.000000, 21503.000000, 4210.000000, "(Dim[i][115]-Dim[i][55])"
4, 0.340126, 0.566136, 0.453131, 0.287511, 0.546869, 0.074646, 0.619926, 4251.000000, 15522.000000, 30114.000000, 5547.000000, "ifLessThan(Dim[i][114], Dim[i][1], Dim[i][71], Dim[i][64])"
5, 0.340126, 0.566136, 0.453131, 0.287511, 0.546869, 0.074646, 0.619926, 4251.000000, 15522.000000, 30114.000000, 5547.000000, "ifLessThan(Dim[i][114], Dim[i][1], Dim[i][71], Dim[i][64])"
6, 0.340258, 0.566136, 0.453197, 0.287453, 0.546803, 0.074536, 0.619818, 4251.000000, 15528.000000, 30108.000000, 5547.000000, "ifLessThan(Dim[i][114], Dim[i][1], Dim[i][71], Dim[i][92])"
7, 0.293672, 0.588794, 0.441233, 0.295934, 0.558767, 0.096565, 0.654165, 4029.000000, 13402.000000, 32234.000000, 5769.000000, "ifLessThan(Dim[i][114], Dim[i][1], Dim[i][71], Dim[i][30])"
8, 0.420633, 0.413146, 0.416889, 0.330992, 0.583111, 0.127452, 0.580691, 5750.000000, 19196.000000, 26440.000000, 4048.000000, "sin(protected_log((Dim[i][115]*ifLessThan(Dim[i][88], Dim[i][115], Dim[i][95], tanh(protected_log(Dim[i][2]))))))"
9, 0.289355, 0.592162, 0.440758, 0.296011, 0.559242, 0.097698, 0.657124, 3996.000000, 13205.000000, 32431.000000, 5802.000000, "ifLessThan(Dim[i][114], Dim[i][1], Dim[i][71], Dim[i][90])"
10, 0.340126, 0.566136, 0.453131, 0.287511, 0.546869, 0.074646, 0.619926, 4251.000000, 15522.000000, 30114.000000, 5547.000000, "ifLessThan(Dim[i][114], Dim[i][1], Dim[i][71], Dim[i][64])"
11, 0.340126, 0.566136, 0.453131, 0.287511, 0.546869, 0.074646, 0.619926, 4251.000000, 15522.000000, 30114.000000, 5547.000000, "ifLessThan(Dim[i][114], Dim[i][1], Dim[i][71], Dim[i][64])"
12, 0.475896, 0.420188, 0.448042, 0.305455, 0.551958, 0.079284, 0.533950, 5681.000000, 21718.000000, 23918.000000, 4117.000000, "ifLessThan(Dim[i][114], Dim[i][1], (sin(Dim[i][53])), Dim[i][69])"
13, 0.340126, 0.566136, 0.453131, 0.287511, 0.546869, 0.074646, 0.619926, 4251.000000, 15522.000000, 30114.000000, 5547.000000, "ifLessThan(Dim[i][114], Dim[i][1], Dim[i][71], Dim[i][64])"
14, 0.293672, 0.588794, 0.441233, 0.295934, 0.558767, 0.096565, 0.654165, 4029.000000, 13402.000000, 32234.000000, 5769.000000, "ifLessThan(Dim[i][114], Dim[i][1], Dim[i][71], Dim[i][30])"
15, 0.623674, 0.199735, 0.411704, 0.340166, 0.588296, 0.141694, 0.451257, 7841.000000, 28462.000000, 17174.000000, 1957.000000, "protected_div((Dim[i][25]-Dim[i][40]), Dim[i][90])"
16, 0.293672, 0.588794, 0.441233, 0.295934, 0.558767, 0.096565, 0.654165, 4029.000000, 13402.000000, 32234.000000, 5769.000000, "ifLessThan(Dim[i][114], Dim[i][1], Dim[i][71], Dim[i][30])"
17, 0.293672, 0.588794, 0.441233, 0.295934, 0.558767, 0.096565, 0.654165, 4029.000000, 13402.000000, 32234.000000, 5769.000000, "ifLessThan(Dim[i][114], Dim[i][1], Dim[i][71], Dim[i][30])"
18, 0.592142, 0.263625, 0.427884, 0.327686, 0.572116, 0.113215, 0.465923, 7215.000000, 27023.000000, 18613.000000, 2583.000000, "protected_log((Dim[i][52]-protected_sqrt(Dim[i][39])))"
19, 0.526646, 0.230353, 0.378499, 0.364537, 0.621501, 0.187212, 0.525724, 7541.000000, 24034.000000, 21602.000000, 2257.000000, "sin(protected_log(Dim[i][33]))"
20, 0.621746, 0.202592, 0.412169, 0.339806, 0.587831, 0.140748, 0.452340, 7813.000000, 28374.000000, 17262.000000, 1985.000000, "protected_div((Dim[i][25]-Dim[i][40]), (ifLessThan(Dim[i][44], Dim[i][106], (Dim[i][75]), Dim[i][86])))"
21, 0.289421, 0.557052, 0.423237, 0.317414, 0.576763, 0.125908, 0.663275, 4340.000000, 13208.000000, 32428.000000, 5458.000000, "protected_log((Dim[i][52]-protected_sqrt(Dim[i][1])))"
22, 0.627312, 0.194734, 0.411023, 0.340703, 0.588977, 0.143174, 0.449147, 7890.000000, 28628.000000, 17008.000000, 1908.000000, "protected_div((Dim[i][25]-Dim[i][40]), (Dim[i][30]))"
23, 0.333005, 0.548377, 0.440691, 0.300816, 0.559309, 0.094621, 0.628928, 4425.000000, 15197.000000, 30439.000000, 5373.000000, "ifLessThan(Dim[i][114], Dim[i][1], (Dim[i][0]-Dim[i][43]), Dim[i][30])"
24, 0.526646, 0.230353, 0.378499, 0.364537, 0.621501, 0.187212, 0.525724, 7541.000000, 24034.000000, 21602.000000, 2257.000000, "sin(protected_log(Dim[i][33]))"
25, 0.526646, 0.230353, 0.378499, 0.364537, 0.621501, 0.187212, 0.525724, 7541.000000, 24034.000000, 21602.000000, 2257.000000, "sin(protected_log(Dim[i][33]))"
26, 0.526646, 0.230353, 0.378499, 0.364537, 0.621501, 0.187212, 0.525724, 7541.000000, 24034.000000, 21602.000000, 2257.000000, "sin(protected_log(Dim[i][33]))"
27, 0.526646, 0.230353, 0.378499, 0.364537, 0.621501, 0.187212, 0.525724, 7541.000000, 24034.000000, 21602.000000, 2257.000000, "sin(protected_log(Dim[i][33]))"
28, 0.449251, 0.375791, 0.412521, 0.335896, 0.587479, 0.133584, 0.563733, 6116.000000, 20502.000000, 25134.000000, 3682.000000, "(((Dim[i][52]-protected_sqrt(Dim[i][1])))*Dim[i][55])"
29, 0.526646, 0.230353, 0.378499, 0.364537, 0.621501, 0.187212, 0.525724, 7541.000000, 24034.000000, 21602.000000, 2257.000000, "sin(protected_log(Dim[i][33]))"
30, 0.526646, 0.230353, 0.378499, 0.364537, 0.621501, 0.187212, 0.525724, 7541.000000, 24034.000000, 21602.000000, 2257.000000, "sin(protected_log(Dim[i][33]))"
31, 0.368043, 0.398347, 0.383195, 0.362892, 0.616805, 0.181230, 0.626601, 5895.000000, 16796.000000, 28840.000000, 3903.000000, "protected_log((ifLessThan(Dim[i][92], Dim[i][49], Dim[i][90], ifLessThan(Dim[i][95], Dim[i][1], Dim[i][71], protected_log(Dim[i][37])))-tanh((Dim[i][8]))))"
32, 0.526646, 0.230353, 0.378499, 0.364537, 0.621501, 0.187212, 0.525724, 7541.000000, 24034.000000, 21602.000000, 2257.000000, "sin(protected_log(Dim[i][33]))"
33, 0.526646, 0.230353, 0.378499, 0.364537, 0.621501, 0.187212, 0.525724, 7541.000000, 24034.000000, 21602.000000, 2257.000000, "sin(protected_log(Dim[i][33]))"
34, 0.264528, 0.462441, 0.363485, 0.388179, 0.636515, 0.224640, 0.700491, 5267.000000, 12072.000000, 33564.000000, 4531.000000, "ifLessThan(Dim[i][95], Dim[i][1], Dim[i][71], protected_log(protected_log((Dim[i][95]*protected_sqrt(Dim[i][30])))))"
35, 0.264528, 0.462441, 0.363485, 0.388179, 0.636515, 0.224640, 0.700491, 5267.000000, 12072.000000, 33564.000000, 4531.000000, "ifLessThan(Dim[i][95], Dim[i][1], Dim[i][71], protected_log(protected_log((Dim[i][95]*protected_sqrt(Dim[i][30])))))"
36, 0.264528, 0.462441, 0.363485, 0.388179, 0.636515, 0.224640, 0.700491, 5267.000000, 12072.000000, 33564.000000, 4531.000000, "ifLessThan(Dim[i][95], Dim[i][1], Dim[i][71], protected_log(protected_log((Dim[i][95]*protected_sqrt(Dim[i][30])))))"
37, 0.265448, 0.465605, 0.365527, 0.385737, 0.634473, 0.221242, 0.699174, 5236.000000, 12114.000000, 33522.000000, 4562.000000, "ifLessThan(Dim[i][95], Dim[i][1], Dim[i][71], protected_log(protected_log((Dim[i][95]*protected_sqrt(Dim[i][90])))))"
38, 0.264594, 0.461012, 0.362803, 0.388967, 0.637197, 0.225702, 0.700689, 5281.000000, 12075.000000, 33561.000000, 4517.000000, "protected_div(protected_log(protected_log((Dim[i][95]*protected_sqrt(Dim[i][30])))), Dim[i][33])"
39, 0.364011, 0.372627, 0.368319, 0.377615, 0.631681, 0.204217, 0.634466, 6147.000000, 16612.000000, 29024.000000, 3651.000000, "ifLessThan(Dim[i][95], Dim[i][1], Dim[i][71], protected_log(protected_log((Dim[i][95]*protected_sqrt(Dim[i][60])))))"
40, 0.264594, 0.461012, 0.362803, 0.388967, 0.637197, 0.225702, 0.700689, 5281.000000, 12075.000000, 33561.000000, 4517.000000, "protected_div(protected_log(protected_log((Dim[i][95]*protected_sqrt(Dim[i][30])))), Dim[i][33])"
41, 0.264594, 0.461012, 0.362803, 0.388967, 0.637197, 0.225702, 0.700689, 5281.000000, 12075.000000, 33561.000000, 4517.000000, "protected_div(protected_log(protected_log((Dim[i][95]*protected_sqrt(Dim[i][30])))), Dim[i][75])"
42, 0.453348, 0.263931, 0.358640, 0.382610, 0.641360, 0.215696, 0.580131, 7212.000000, 20689.000000, 24947.000000, 2586.000000, "ifLessThan(Dim[i][95], Dim[i][1], Dim[i][71], protected_log(protected_log((Dim[i][95]*sin(protected_log(Dim[i][33]))))))"
43, 0.453348, 0.263931, 0.358640, 0.382610, 0.641360, 0.215696, 0.580131, 7212.000000, 20689.000000, 24947.000000, 2586.000000, "ifLessThan(Dim[i][95], Dim[i][1], Dim[i][71], protected_log(protected_log((Dim[i][95]*sin(protected_log(Dim[i][33]))))))"
44, 0.263739, 0.462952, 0.363345, 0.388397, 0.636655, 0.225015, 0.701050, 5262.000000, 12036.000000, 33600.000000, 4536.000000, "ifLessThan(Dim[i][95], Dim[i][1], Dim[i][71], protected_log((protected_log((Dim[i][95]*protected_sqrt(Dim[i][30])))-Dim[i][30])))"
45, 0.264528, 0.462441, 0.363485, 0.388179, 0.636515, 0.224640, 0.700491, 5267.000000, 12072.000000, 33564.000000, 4531.000000, "ifLessThan(Dim[i][95], Dim[i][1], Dim[i][71], protected_log(protected_log((Dim[i][95]*protected_sqrt(Dim[i][30])))))"
46, 0.396704, 0.317514, 0.357109, 0.386655, 0.642891, 0.219252, 0.617293, 6687.000000, 18104.000000, 27532.000000, 3111.000000, "ifLessThan(Dim[i][95], Dim[i][1], Dim[i][71], protected_log(protected_log(protected_log((Dim[i][95]*sin(protected_log(Dim[i][33])))))))"
47, 0.453348, 0.263931, 0.358640, 0.382610, 0.641360, 0.215696, 0.580131, 7212.000000, 20689.000000, 24947.000000, 2586.000000, "ifLessThan(Dim[i][95], Dim[i][1], Dim[i][71], protected_log(protected_log((Dim[i][95]*sin(protected_log(Dim[i][33]))))))"
48, 0.433956, 0.278220, 0.356088, 0.385668, 0.643912, 0.219687, 0.593571, 7072.000000, 19804.000000, 25832.000000, 2726.000000, "protected_log((Dim[i][2]+tanh(protected_log(protected_log((Dim[i][52]-(Dim[i][55])))))))"
49, 0.396704, 0.317514, 0.357109, 0.386655, 0.642891, 0.219252, 0.617293, 6687.000000, 18104.000000, 27532.000000, 3111.000000, "ifLessThan(Dim[i][95], Dim[i][1], Dim[i][71], protected_log(protected_log(protected_log((Dim[i][95]*sin(protected_log(Dim[i][33])))))))"
50, 0.453348, 0.263931, 0.358640, 0.382610, 0.641360, 0.215696, 0.580131, 7212.000000, 20689.000000, 24947.000000, 2586.000000, "ifLessThan(Dim[i][95], Dim[i][1], Dim[i][71], protected_log(protected_log((Dim[i][95]*sin(protected_log(Dim[i][33]))))))"
51, 0.453348, 0.263931, 0.358640, 0.382610, 0.641360, 0.215696, 0.580131, 7212.000000, 20689.000000, 24947.000000, 2586.000000, "ifLessThan(Dim[i][95], Dim[i][1], Dim[i][71], protected_log(protected_log((Dim[i][95]*sin(protected_log(Dim[i][33]))))))"
